Date,Agent,All Products,Calls,Carrier Diversification,DMV NB,DMV NB Count,GI,Meal Penalties,Money Reports Error,BF,NB,NB vs Serv,Work Hours,OT,QA Score,Refunds,Tardies,Traffic School,Underwriting Error Margin,Uninsured Motorist %,Unjust OT,UW Open,WQ
2/4/25,yeimys,,,,0,0,0,0,,0,3,-,0,0,,,,,,,,,
2/4/25,yocelinee,,,,178.25,2,572.78,0,,379.53,2,0.66,8,0.03,,,,,,,,,
2/5/25,AbrahamD,,,,0,0,1046,0,,450,2,0.43,8,0.08,,,,,,,,,
2/5/25,AbrahamP,,,,0,0,144.86,0,,100,1,0.69,8,1,,,,,,,,,
2/5/25,acabello,,,,0,0,395.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,acarreon,,,,0,0,20,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,aduran,,,,0,0,2268.64,0,,1957.64,7,0.86,8,0.8,,,,,,,,,
2/5/25,AlanP,,,,0,0,319.52,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,alejandrohuer,,,,0,0,875,0,,418,2,0.48,8,0,,,,,,,,,
2/5/25,alexanderl,,,,0,0,1162.56,0,,1057.56,6,0.91,0,0,,,,,,,,,
2/5/25,alexandram,,,,0,0,307,0,,307,2,1.00,4.95,0,,,,,,,,,
2/5/25,AlexC,,,,0,0,352.46,0,,200.11,1,0.57,7.86,0,,,,,,,,,
2/5/25,alexiaz,,,,0,0,405.37,0,,0,0,0.00,8,0,,,,,,,,,
2/5/25,alfredojm,,,,0,0,50,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,alfredome,,,,0,0,1305.48,0,,470,2,0.36,7.99,0,,,,,,,,,
2/5/25,almag,,,,0,0,418,0,,388,2,0.93,8,0,,,,,,,,,
2/5/25,alonsod,,,,0,0,1894.67,0,,867.54,3,0.46,8,0.9,,,,,,,,,
2/5/25,andreaam,,,,0,0,646.46,0,,601.46,3,0.93,8,0,,,,,,,,,
2/5/25,andresm,,,,0,0,360.25,0,,210.81,2,0.59,8,0,,,,,,,,,
2/5/25,Antonios,,,,0,0,963.2,0,,818.2,3,0.85,8,0.14,,,,,,,,,
2/5/25,antoniot,,,,0,0,773,0,,373,2,0.48,0,0,,,,,,,,,
2/5/25,aorduna,,,,0,0,15.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ariasj,,,,0,0,746.96,0,,414.96,2,0.56,8,0.11,,,,,,,,,
2/5/25,arturov,,,,0,0,20.03,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,avaldez,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,avelazquez,,,,178.25,2,1190.49,0,,501.46,2,0.42,8,0.08,,,,,,,,,
2/5/25,axelv,,,,0,0,260.28,0,,219.44,2,0.84,8,0.22,,,,,,,,,
2/5/25,balmanza,,,,0,0,15.02,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,barbieb,,,,0,0,663,0,,663,4,1.00,7.98,0,,,,,,,,,
2/5/25,brendame,,,,0,0,933.82,0,,550.11,2,0.59,0,0,,,,,,,,,
2/5/25,byronm,,,,0,0,246.37,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,carlosme,,,,0,0,892.75,0,,262.75,2,0.29,8,0,,,,,,,,,
2/5/25,celenep,,,,0,0,1270.92,0,,745.92,3,0.59,8,1,,,,,,,,,
2/5/25,cindyo,,,,40.75,1,240.84,0,,200.09,1,0.83,8,0.03,,,,,,,,,
2/5/25,cmartinez,,,,0,0,590.7,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,creyes,,,,0,0,427.36,0,,427.36,3,1.00,8,0.08,,,,,,,,,
2/5/25,cristinal,,,,40.75,1,747.85,0,,108.07,1,0.14,8,0.25,,,,,,,,,
2/5/25,Cynthiar,,,,0,0,73.55,0,,0,1,0.00,8,0.72,,,,,,,,,
2/5/25,deselvam,,,,0,0,5,0,,0,0,0.00,8,0,,,,,,,,,
2/5/25,diannah,,,,0,0,1387.6,0,,1072.6,6,0.77,7.98,0,,,,,,,,,
2/5/25,drbadillo,,,,0,0,70,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ecortez,,,,0,0,634.48,0,,604.48,2,0.95,0,0,,,,,,,,,
2/5/25,ecuevas,,,,0,0,190.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,edwards,,,,0,0,400,0,,150,1,0.38,8,0.02,,,,,,,,,
2/5/25,erickm,,,,0,0,190,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,erickp,,,,0,0,19.36,0,,19.36,1,1.00,7.98,0,,,,,,,,,
2/5/25,evisd,,,,0,0,270.54,0,,170.54,1,0.63,0,0,,,,,,,,,
2/5/25,FabianC,,,,0,0,354.31,0,,170,1,0.48,8,0.02,,,,,,,,,
2/5/25,fernandomon,,,,0,0,573,0,,373,2,0.65,8,0.37,,,,,,,,,
2/5/25,fgutierrez,,,,368.5,4,674.11,0,,157.73,1,0.23,8,0.4,,,,,,,,,
2/5/25,florv,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,franciscos,,,,0,0,150,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,francymar,,,,0,0,54.67,0,,0,0,0.00,8,0,,,,,,,,,
2/5/25,fredm,,,,0,0,210,0,,150,1,0.71,8,0,,,,,,,,,
2/5/25,gabrielab,,,,0,0,490,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,gcastellanos,,,,0,0,1347.32,0,,711.72,4,0.53,8,0.89,,,,,,,,,
2/5/25,GeorgeL,,,,0,0,242.17,0,,227.17,4,0.94,7.68,0,,,,,,,,,
2/5/25,gloriaf,,,,0,0,508.26,0,,478.26,2,0.94,8,0.17,,,,,,,,,
2/5/25,gorellana,,,,0,0,539.52,0,,494.51,5,0.92,7.07,0,,,,,,,,,
2/5/25,GracielaM,,,,40.75,1,694.73,0,,0,0,0.00,4.98,0,,,,,,,,,
2/5/25,guadalupel,,,,0,0,577.58,0,,162.58,1,0.28,0,0,,,,,,,,,
2/5/25,guillermoc,,,,40.75,1,422.34,0,,100.37,2,0.24,7.95,0,,,,,,,,,
2/5/25,hluevano,,,,0,0,30.02,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,hollmana,,,,0,0,500.34,0,,485.34,3,0.97,0,0,,,,,,,,,
2/5/25,hugod,,,,0,0,130,0,,130,1,1.00,0,0,,,,,,,,,
2/5/25,irerih,,,,0,0,190,0,,190,2,1.00,8,0.46,,,,,,,,,
2/5/25,irvinm,,,,0,0,506.44,0,,270.44,2,0.53,8,0.1,,,,,,,,,
2/5/25,isela,,,,0,0,30,0,,0,0,0.00,6,0,,,,,,,,,
2/5/25,isidroc,,,,0,0,15.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ismaelv,,,,0,0,504.26,0,,489.26,3,0.97,7.96,0,,,,,,,,,
2/5/25,jacquelynram,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,jazminhol,,,,0,0,1050,1,,1000,5,0.95,8,0.27,,,,,,,,,
2/5/25,jcolunga,,,,0,0,300.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,jeanetts,,,,0,0,243,0,,0,1,0.00,0,0,,,,,,,,,
2/5/25,jesusf,,,,0,0,0,0,,0,2,-,8,0.25,,,,,,,,,
2/5/25,jgonzalez,,,,0,0,485,0,,350,2,0.72,8,0,,,,,,,,,
2/5/25,jimenac,,,,0,0,45,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,jonatanr,,,,0,0,45.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,jorgej,,,,0,0,983.08,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,JorgemA,,,,0,0,499.92,0,,395.63,2,0.79,8,0.01,,,,,,,,,
2/5/25,josefinah,,,,0,0,459.56,0,,289.56,2,0.63,0,0,,,,,,,,,
2/5/25,josemar,,,,0,0,230,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,josemun,,,,63.5,1,316.71,0,,189.21,2,0.60,7.9,0,,,,,,,,,
2/5/25,joser,,,,0,0,290,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,joseram,,,,0,0,0,0,,0,5,-,0,0,,,,,,,,,
2/5/25,karlam,,,,0,0,1650.32,0,,1056.9,3,0.64,0,0,,,,,,,,,
2/5/25,karymes,,,,0,0,1066.79,1,,596.49,3,0.56,8,2.36,,,,,,,,,
2/5/25,katherinem,,,,0,0,467.89,0,,407.89,4,0.87,8,1,,,,,,,,,
2/5/25,kcoronado,,,,0,0,1515.47,0,,1330.47,6,0.88,7.32,0,,,,,,,,,
2/5/25,Luisro,,,,0,0,1147.08,0,,249.02,1,0.22,7.92,0,,,,,,,,,
2/5/25,luzg,,,,0,0,945.44,0,,485.76,3,0.51,8,0,,,,,,,,,
2/5/25,make,,,,0,0,616.53,0,,257.75,2,0.42,8,0.12,,,,,,,,,
2/5/25,marianara,,,,0,0,1405.85,0,,460.85,2,0.33,8,0.23,,,,,,,,,
2/5/25,marielam,,,,0,0,315,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,mariselaz,,,,0,0,885.22,0,,356.03,3,0.40,8,0,,,,,,,,,
2/5/25,MarvinA,,,,0,0,1213.25,0,,387.24,2,0.32,8,0.5,,,,,,,,,
2/5/25,mayrao,,,,0,0,556.7,0,,511.7,3,0.92,0,0,,,,,,,,,
2/5/25,melissace,,,,0,0,462.38,0,,247.38,1,0.54,7.8,0,,,,,,,,,
2/5/25,Micahw,,,,0,0,150,0,,150,1,1.00,0,0,,,,,,,,,
2/5/25,michaelgo,,,,0,0,530,0,,500,2,0.94,0,0,,,,,,,,,
2/5/25,miriamm,,,,0,0,480.86,0,,416.05,2,0.87,0,0,,,,,,,,,
2/5/25,misaelm,,,,0,0,140.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,mpurata,,,,0,0,417,0,,297,4,0.71,0,0,,,,,,,,,
2/5/25,mramos,,,,0,0,205.51,0,,40.51,1,0.20,7.95,0,,,,,,,,,
2/5/25,msanchez,,,,0,0,851.61,0,,326.66,2,0.38,8,1.05,,,,,,,,,
2/5/25,nathaliea,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,navillel,,,,0,0,815,0,,0,0,0.00,8,0.11,,,,,,,,,
2/5/25,ObedD,,,,0,0,504.04,0,,489.04,3,0.97,8,1,,,,,,,,,
2/5/25,rafaelr,,,,40.75,1,647.75,0,,297,2,0.46,8,0.18,,,,,,,,,
2/5/25,renev,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ricardol,,,,0,0,480,0,,345,2,0.72,0,0,,,,,,,,,
2/5/25,rickyc,,,,0,0,1173.73,0,,883.73,2,0.75,8,0.24,,,,,,,,,
2/5/25,rivasc,,,,0,0,576.74,0,,0,0,0.00,8,0,,,,,,,,,
2/5/25,rodolfom,,,,0,0,90,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,rodrigoca,,,,0,0,907.15,0,,737.15,4,0.81,8,0,,,,,,,,,
2/5/25,rosalba,,,,178.25,2,1010.25,0,,607,3,0.60,8,0.89,,,,,,,,,
2/5/25,samanthav,,,,0,0,1282.71,0,,626.17,4,0.49,7.98,0,,,,,,,,,
2/5/25,SandraV,,,,0,0,800,0,,800,4,1.00,8,0.09,,,,,,,,,
2/5/25,scarosales,,,,40.75,1,819.73,0,,533.98,3,0.65,8,0.05,,,,,,,,,
2/5/25,sherry,,,,0,0,50,0,,50,1,1.00,0,0,,,,,,,,,
2/5/25,sofiaga,,,,0,0,397.48,0,,110.48,1,0.28,7.55,0,,,,,,,,,
2/5/25,sramirez,,,,0,0,749.6,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ugarcia,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,ugutierrez,,,,0,0,0.03,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,valeriadl,,,,0,0,61,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,vanesaa,,,,0,0,945.16,0,,162.29,1,0.17,8,0.02,,,,,,,,,
2/5/25,victordiaz,,,,0,0,631,0,,601,2,0.95,8,0.28,,,,,,,,,
2/5/25,victoriag,,,,0,0,45.01,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,victors,,,,0,0,535,0,,200,1,0.37,0,0,,,,,,,,,
2/5/25,walter,,,,0,0,63.28,0,,0,0,0.00,3.08,0,,,,,,,,,
2/5/25,webpayments,,,,0,0,156.15,0,,0,0,0.00,0,0,,,,,,,,,
2/5/25,wnolasco,,,,40.75,1,465.09,0,,308.12,2,0.66,8,0.05,,,,,,,,,
2/5/25,yazmin,,,,40.75,1,381.75,0,,281,1,0.74,8,0.08,,,,,,,,,
2/5/25,yocelinee,,,,0,0,539.48,0,,113.87,1,0.21,8,0.02,,,,,,,,,
2/6/25,aarone,,,,0,0,0,0,,0,3,-,0,0,,,,,,,,,
2/6/25,AbrahamD,,,,0,0,1966.56,0,,1236.15,4,0.63,8,1.07,,,,,,,,,
2/6/25,AbrahamP,,,,0,0,224.27,0,,224.27,1,1.00,1.52,0,,,,,,,,,
2/6/25,acabello,,,,0,0,150,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,acarreon,,,,0,0,825,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,aduran,,,,275,2,2112.49,0,,731.62,3,0.35,8,1.26,,,,,,,,,
2/6/25,AlanP,,,,0,0,105,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,AlejandraRa,,,,0,0,821.55,0,,775.7,5,0.94,8,1.1,,,,,,,,,
2/6/25,alejandrohuer,,,,40.75,1,508.75,0,,453,3,0.89,8,0.08,,,,,,,,,
2/6/25,alexanderl,,,,0,0,1520.21,0,,1415.21,7,0.93,0,0,,,,,,,,,
2/6/25,alexanderm,,,,0,0,700.59,0,,600.59,4,0.86,8,0.01,,,,,,,,,
2/6/25,AlexC,,,,137.5,1,502.8,0,,150.12,1,0.30,8,0.01,,,,,,,,,
2/6/25,alfredojm,,,,0,0,330.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,alfredome,,,,0,0,2299.32,0,,589.3,3,0.26,8,1.04,,,,,,,,,
2/6/25,alonsod,,,,40.75,1,1057.93,0,,536.33,2,0.51,7.9,0,,,,,,,,,
2/6/25,andreaam,,,,0,0,445,0,,0,0,0.00,7.98,0,,,,,,,,,
2/6/25,andresm,,,,0,0,686.15,0,,241.23,2,0.35,8,0.02,,,,,,,,,
2/6/25,aorduna,,,,0,0,95.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,aracelib,,,,0,0,200,0,,0,0,0.00,8,0.27,,,,,,,,,
2/6/25,arturov,,,,0,0,15.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,avaldez,,,,0,0,60.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,avelazquez,,,,40.75,1,924.04,0,,773.29,4,0.84,7.9,0,,,,,,,,,
2/6/25,balmanza,,,,0,0,45.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,barbieb,,,,0,0,795,0,,650,3,0.82,7.89,0,,,,,,,,,
2/6/25,briseidyc,,,,0,0,310,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,celenep,,,,0,0,1045.81,0,,825.81,3,0.79,8,0.98,,,,,,,,,
2/6/25,cmartinez,,,,0,0,1017.66,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,cristinal,,,,40.75,1,714.44,0,,283.3,2,0.40,8,0.95,,,,,,,,,
2/6/25,Cynthiar,,,,0,0,1054.55,0,,400,2,0.38,8,0.35,,,,,,,,,
2/6/25,deselvam,,,,0,0,15,0,,0,0,0.00,7.97,0,,,,,,,,,
2/6/25,diannah,,,,0,0,1427.66,0,,887.66,5,0.62,7.99,0,,,,,,,,,
2/6/25,drbadillo,,,,0,0,201,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,ecortez,,,,0,0,249,0,,234,1,0.94,0,0,,,,,,,,,
2/6/25,ecuevas,,,,0,0,320.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,eduardol,,,,0,0,0,0,,0,2,-,0,0,,,,,,,,,
2/6/25,eduardoru,,,,0,0,210,0,,0,0,0.00,8,0.1,,,,,,,,,
2/6/25,edwards,,,,0,0,590,0,,575,3,0.97,8,0.53,,,,,,,,,
2/6/25,erickp,,,,0,0,765.29,0,,750.29,3,0.98,8,0.1,,,,,,,,,
2/6/25,evisd,,,,0,0,574.95,0,,274.95,1,0.48,0,0,,,,,,,,,
2/6/25,FabianC,,,,0,0,598.25,0,,363.25,2,0.61,8,0.04,,,,,,,,,
2/6/25,fjluna,,,,0,0,231.56,0,,231.56,1,1.00,0,0,,,,,,,,,
2/6/25,franciscos,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,francymar,,,,0,0,132.36,0,,0,0,0.00,8,0,,,,,,,,,
2/6/25,fredm,,,,0,0,401.76,0,,185.09,2,0.46,8,0,,,,,,,,,
2/6/25,gabrielab,,,,0,0,870.82,0,,640.7,4,0.74,0,0,,,,,,,,,
2/6/25,GeorgeL,,,,137.5,1,1146.94,0,,441.23,2,0.38,8,0.21,,,,,,,,,
2/6/25,gloriaf,,,,0,0,1093.03,0,,755.03,3,0.69,8,0.02,,,,,,,,,
2/6/25,gorellana,,,,0,0,911.44,0,,521.4,4,0.57,8,0.9,,,,,,,,,
2/6/25,GracielaM,,,,0,0,63.31,0,,33,1,0.52,6.48,0,,,,,,,,,
2/6/25,guadalupel,,,,0,0,155,0,,155,1,1.00,0,0,,,,,,,,,
2/6/25,gustavoh,,,,81.5,2,81.5,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,hluevano,,,,0,0,1026.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,hollmana,,,,40.75,1,381.75,0,,189,2,0.50,0,0,,,,,,,,,
2/6/25,hugod,,,,0,0,1014.99,0,,674.99,3,0.67,0,0,,,,,,,,,
2/6/25,irerih,,,,0,0,160,0,,160,1,1.00,8,0.18,,,,,,,,,
2/6/25,irvinm,,,,0,0,664.07,0,,144.07,1,0.22,8,0.28,,,,,,,,,
2/6/25,isela,,,,40.75,1,565.75,0,,495,3,0.87,6,0,,,,,,,,,
2/6/25,isidroc,,,,0,0,105.05,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,ismaelv,,,,0,0,878.64,0,,764.64,5,0.87,7.92,0,,,,,,,,,
2/6/25,jacquelynram,,,,0,0,383.62,0,,100.62,1,0.26,0,0,,,,,,,,,
2/6/25,jaimemo,,,,81.5,2,787.64,0,,304.14,2,0.39,0,0,,,,,,,,,
2/6/25,jazminhol,,,,0,0,916,0,,751,4,0.82,8,0,,,,,,,,,
2/6/25,jcolunga,,,,0,0,185.12,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,jeanetts,,,,0,0,50,0,,0,2,0.00,0,0,,,,,,,,,
2/6/25,jesusf,,,,0,0,0,0,,0,1,-,8,0,,,,,,,,,
2/6/25,jgonzalez,,,,40.75,1,1169.87,0,,764.12,4,0.65,8,0.02,,,,,,,,,
2/6/25,jimenac,,,,0,0,25.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,jonatanr,,,,0,0,245.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,jorgej,,,,0,0,535.3,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,JorgemA,,,,0,0,746,0,,376,3,0.50,8,0.08,,,,,,,,,
2/6/25,josefinah,,,,0,0,962,0,,737,4,0.77,0,0,,,,,,,,,
2/6/25,josel,,,,0,0,0,0,,0,3,-,0,0,,,,,,,,,
2/6/25,josemar,,,,0,0,75.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,josemun,,,,0,0,787.09,0,,392.55,3,0.50,8,0.33,,,,,,,,,
2/6/25,joser,,,,0,0,195.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,joseram,,,,0,0,0,0,,0,4,-,0,0,,,,,,,,,
2/6/25,juang,,,,0,0,0,0,,0,2,-,8,0.17,,,,,,,,,
2/6/25,judithv,,,,178.25,2,178.25,0,,0,0,0.00,7.98,0,,,,,,,,,
2/6/25,karymes,,,,40.75,1,275.75,0,,0,0,0.00,8,0.33,,,,,,,,,
2/6/25,kcoronado,,,,0,0,984.59,0,,474.59,3,0.48,8,0.22,,,,,,,,,
2/6/25,landih,,,,0,0,654.16,0,,277.47,1,0.42,8,0,,,,,,,,,
2/6/25,Luisro,,,,0,0,1163.42,1,,828.86,3,0.71,7.82,0,,,,,,,,,
2/6/25,luzg,,,,0,0,1103.8,0,,783.8,3,0.71,8,0.68,,,,,,,,,
2/6/25,make,,,,137.5,1,745.96,0,,550.12,4,0.74,7.92,0,,,,,,,,,
2/6/25,mariaepi,,,,0,0,360.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,marianara,,,,0,0,559.81,0,,234.72,1,0.42,8,0,,,,,,,,,
2/6/25,mariavel,,,,137.5,1,1029.65,0,,252.15,2,0.24,8,0.52,,,,,,,,,
2/6/25,marielam,,,,0,0,55.04,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,marinaag,,,,0,0,569.27,0,,53.27,1,0.09,8,0.02,,,,,,,,,
2/6/25,mariselaz,,,,0,0,692.11,0,,569.1,4,0.82,7.95,0,,,,,,,,,
2/6/25,MarisolR,,,,0,0,617.99,0,,294.12,3,0.48,8,0.58,,,,,,,,,
2/6/25,marthagon,,,,0,0,0.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,MarvinA,,,,40.75,1,612.81,0,,247,1,0.40,8,0.48,,,,,,,,,
2/6/25,mayrao,,,,0,0,275,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,melissace,,,,0,0,720.17,0,,506.05,2,0.70,8,0.02,,,,,,,,,
2/6/25,Micahw,,,,0,0,200,0,,200,1,1.00,0,0,,,,,,,,,
2/6/25,michaelgo,,,,0,0,571,0,,571,2,1.00,0,0,,,,,,,,,
2/6/25,miguelu,,,,0,0,66,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,miriamm,,,,0,0,275,0,,200,1,0.73,0,0,,,,,,,,,
2/6/25,misaelm,,,,0,0,173.34,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,mpurata,,,,0,0,669.71,0,,669.71,4,1.00,0,0,,,,,,,,,
2/6/25,mramos,,,,0,0,377.37,0,,127.37,1,0.34,7.93,0,,,,,,,,,
2/6/25,msanchez,,,,0,0,530.86,0,,400.86,2,0.76,8,0.42,,,,,,,,,
2/6/25,nathaliea,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,navillel,,,,0,0,0,0,,0,1,-,8,0.28,,,,,,,,,
2/6/25,oscarg,,,,40.75,1,1532.93,0,,1035.05,4,0.68,8,0.55,,,,,,,,,
2/6/25,pedrom,,,,0,0,1093.2,0,,225,1,0.21,8,0.03,,,,,,,,,
2/6/25,rafaelr,,,,0,0,365,0,,0,0,0.00,8,0.08,,,,,,,,,
2/6/25,renev,,,,0,0,65,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,ricardol,,,,0,0,310,0,,165,1,0.53,0,0,,,,,,,,,
2/6/25,rivasc,,,,0,0,735.38,0,,0,0,0.00,7.98,0,,,,,,,,,
2/6/25,rodolfom,,,,0,0,375.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,rodrigoca,,,,0,0,1868.96,0,,1663.76,7,0.89,7.89,0,,,,,,,,,
2/6/25,rosalba,,,,0,0,800,0,,685,3,0.86,7.95,0,,,,,,,,,
2/6/25,ruthp,,,,0,0,130,0,,0,0,0.00,8,0,,,,,,,,,
2/6/25,samanthav,,,,0,0,914.55,0,,584.55,4,0.64,7.9,0,,,,,,,,,
2/6/25,SandraV,,,,0,0,150,0,,150,1,1.00,4.98,0,,,,,,,,,
2/6/25,sherry,,,,0,0,230,0,,200,1,0.87,0,0,,,,,,,,,
2/6/25,silviaa,,,,0,0,0,0,,0,2,-,0,0,,,,,,,,,
2/6/25,sofiaga,,,,40.75,1,425.47,0,,39.72,1,0.09,8,0.01,,,,,,,,,
2/6/25,sramirez,,,,0,0,445.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,stephaniev,,,,0,0,1045.32,0,,298,1,0.29,7.83,0,,,,,,,,,
2/6/25,ugutierrez,,,,0,0,0.02,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,valeriadl,,,,0,0,100.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,vanesaa,,,,0,0,474.06,0,,27.87,2,0.06,8,1.01,,,,,,,,,
2/6/25,veromar,,,,0,0,15.94,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,veronicam,,,,121.25,3,121.25,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,victordiaz,,,,0,0,240,0,,100,1,0.42,7.99,0,,,,,,,,,
2/6/25,victoriag,,,,0,0,45.01,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,victors,,,,0,0,424.66,0,,189.76,1,0.45,0,0,,,,,,,,,
2/6/25,walter,,,,0,0,485,0,,115,1,0.24,8,1.47,,,,,,,,,
2/6/25,webpayments,,,,0,0,71.15,0,,0,0,0.00,0,0,,,,,,,,,
2/6/25,williamg,,,,0,0,700,0,,550,3,0.79,8,0.15,,,,,,,,,
2/6/25,yazmin,,,,0,0,701,0,,321,1,0.46,8,1.35,,,,,,,,,
2/6/25,yocelinee,,,,0,0,560.45,0,,502.01,4,0.90,7.98,0,,,,,,,,,
2/7/25,aaronr,,,,0,0,200.61,0,,200.61,1,1.00,0,0,,,,,,,,,
2/7/25,AbrahamD,,,,0,0,1072.01,0,,777.01,5,0.72,7.9,0,,,,,,,,,
2/7/25,AbrahamP,,,,0,0,605.46,0,,332.64,2,0.55,8,1,,,,,,,,,
2/7/25,acabello,,,,0,0,200.01,0,,0,0,0.00,0,0,,,,,,,,,
2/7/25,aduran,,,,0,0,1048.68,0,,588.78,3,0.56,8,1.26,,,,,,,,,
2/7/25,AlejandraRa,,,,0,0,932.25,0,,752.25,4,0.81,8,0.18,,,,,,,,,
2/7/25,alexanderl,,,,0,0,445,0,,445,3,1.00,0,0,,,,,,,,,
2/7/25,alexanderm,,,,0,0,950.67,0,,805,3,0.85,8,0.35,,,,,,,,,
2/7/25,alexandram,,,,0,0,496.05,0,,496.05,4,1.00,8,0.05,,,,,,,,,
2/7/25,AlexC,,,,40.75,1,927.65,0,,571.61,4,0.62,8,0.51,,,,,,,,,
2/7/25,alexiaz,,,,0,0,793.44,0,,488,2,0.62,8,0,,,,,,,,,
2/7/25,alfredojm,,,,0,0,230,0,,0,0,0.00,0,0,,,,,,,,,
2/7/25,alfredome,,,,0,0,1773.64,0,,1287.95,5,0.73,8,1.09,,,,,,,,,
2/7/25,almag,,,,0,0,821.53,0,,641.46,4,0.78,8,0,,,,,,,,,
2/7/25,alonsod,,,,0,0,538.11,0,,476.63,2,0.89,7.9,0,,,,,,,,,
2/7/25,andreaam,,,,0,0,586.2,0,,426.1,2,0.73,8,0,,,,,,,,,
2/7/25,andresm,,,,40.75,1,1049.56,0,,633.83,4,0.60,8,0.08,,,,,,,,,
2/7/25,angelicac,,,,0,0,0,0,,0,3,-,0,0,,,,,,,,,
2/7/25,Antonios,,,,122.25,3,1192.43,0,,720,2,0.60,8,0.5,,,,,,,,,
2/7/25,antoniot,,,,0,0,75,0,,0,0,0.00,0,0,,,,,,,,,
2/7/25,aorduna,,,,0,0,162.31,0,,0,0,0.00,0,0,,,,,,,,,
2/7/25,ariasj,,,,0,0,670.96,0,,200.02,1,0.30,8,0.07,,,,,,,,,
